ID,Posted at,Screen name,Text
824992377936949248,2017-01-27 14:48:05 +0000,kahrs,Auch das Abendblatt berichtet von meiner Verlosung zur Bundespräsidentenwahl. Teilnehmen: https://t.co/TCsHTVk58H... https://t.co/ecAyuGwZuB,SPD
824992155441700865,2017-01-27 14:47:12 +0000,FrankSchwabe,"RT @MartinSchulz: Nicht nur heute, jeden Tag müssen wir aufstehen und eintreten gegen Antisemitismus und Fremdenfeindlichkeit!… https://t.co/xkvHjHT6Aa",SPD
824991915435315200,2017-01-27 14:46:14 +0000,BettinaHornhues,Bedrückend die Schicksale der Menschen die heute anlässlich der Erinnerung an die Euthanasieopfer des... https://t.co/aLqZteWiOh,CDU
824990841164947457,2017-01-27 14:41:58 +0000,UweSchummer,"Nach intensivem Plenartag, Kranzniederlegung am T4 Mahnmal, Gespräch mit Schülern im #Bundestag jetzt im IC in Richtung #Heimat",CDU
824990767726862338,2017-01-27 14:41:41 +0000,Beatrix_vStorch,Ein hoffnungsvolles Signal für eine Zeitenwende: Theresa #May sieht das Ende interventionistischer Außenpolitik. https://t.co/h6s8HHLRVx,AfD
824990731911692289,2017-01-27 14:41:32 +0000,sigmargabriel,Danke @AuswaertigesAmt für den herzlichen Empfang – ich freue mich auf die Zusammenarbeit! https://t.co/gdxBwuIN3I,SPD
824990237461995522,2017-01-27 14:39:34 +0000,ManderlaGisela,Manderla Mail Nr. 68https://t.co/9BZAbLsKZg https://t.co/ByhMLe840S,CDU
824989683436417027,2017-01-27 14:37:22 +0000,julia_verlinden,Simon Schäfer-Stradowsky (@IKEM_Berlin): Betriebskosten-Preisdifferenz zwischen #Elektromobilität & fossilen Kraftstoff-Antrieben reduzieren,GRUENE
824989006622490626,2017-01-27 14:34:41 +0000,UweSchummer,RT @SZ: #Holocaust-Gedenken im #Bundestag: Die Tränen des Norbert Lammert. Von @thodenk https://t.co/xJr7VnesBA,CDU
824988683086548993,2017-01-27 14:33:24 +0000,NielsAnnen,"Herzlichen Glückwunsch und viel Erfolg im @AuswaertigesAmt, @sigmargabriel! https://t.co/wTNYQw4sX4",SPD
824988638752735232,2017-01-27 14:33:13 +0000,UweSchummer,RT @AndreasAndy3131: Schauspieler mit Down-Syndrom liest bei Holocaust-Gedenken | rbb Rundfunk Berlin-Brandenburg https://t.co/9kfrG4YM1I,CDU
824988580980330496,2017-01-27 14:32:59 +0000,UlrichKelber,"RT @katjadoerner: Unfassbar, dass er sich überhaupt erdreistet, dort aufzutauchen! https://t.co/CBZkgQmqTH",SPD
824988531412107265,2017-01-27 14:32:48 +0000,JTrittin,"RT @christianwilp: ""Trump möchte die EU spalten, damit er mit jedem einzelnen Mitgliedsstaat so umspringen kann wie mit Mexiko.""… https://t.co/u7lJgn5ngv",GRUENE
824988434712375296,2017-01-27 14:32:25 +0000,NielsAnnen,Stimmt beides https://t.co/PZCuBDY8YM,SPD
824988426982268929,2017-01-27 14:32:23 +0000,monikalazar,RT @rbb24: 1945 wurde Ernst #Putzki von den Nazis ermordet. Heute wurde dieser Brief an seine Mutter im #Bundestag vorgelesen:… https://t.co/9QTihNM3d3,GRUENE
824987980469325824,2017-01-27 14:30:36 +0000,anjaweisgerber,Durch Innenverdichtung allein ist Wohnraumbedarf nicht zu decken. Signal am Ortsrand ist richtig und wichtig #BauGB https://t.co/qiVQf05FuA,CSU
824987682195513344,2017-01-27 14:29:25 +0000,CarenLay,RT @DIELINKELeipzig: Miethaie zu Fischstäbchen!Für sozial gerechtes Wohnen in #Leipzig!Infos: https://t.co/uXHLWdXSff#WoPoLE… https://t.co/A3VZEWqoj9,DIE LINKE
824987555154296837,2017-01-27 14:28:55 +0000,GabiWeberSPD,"Danke Höhr-Grenzhausen für eine würdige Erinnerungskultur in unserer Heimat, die heute mehr den je notwendig ist. https://t.co/G4e55RDYnS",SPD
824987283598299139,2017-01-27 14:27:50 +0000,Ralf_Stegner,Brauchen Sie Hilfe?Klingt so.Spätestens jetzt ist klar:Wer nach Tiraden des Halbnazis Höcke noch AFD wählt ist ent… https://t.co/0ybGen1fLd,SPD
824987072536666112,2017-01-27 14:27:00 +0000,marcobuelow,"#Trump sollte Mauer von Chinesen bauen lassen, die haben Jahrtausende alte Erfahrungen und übernehmen sicher auch g… https://t.co/qsK3L3hQkq",SPD
824986712791191553,2017-01-27 14:25:34 +0000,Ralf_Stegner,Heute Vorstandswahlen bei der SPD Schleswig-Holstein.#WirMachenDas,SPD
824986611943342080,2017-01-27 14:25:10 +0000,AlexanderSNeu,Flugverbotszone über Syrien? Was Trump wirklich gesagt hat: https://t.co/Qpy5b7HOOr,DIE LINKE
824986611272318977,2017-01-27 14:25:10 +0000,voglerk,Skandalös: Geheimdienstkoordinator im NSA-Ausschuss - BND darf Parlamente überwachen https://t.co/iYenbwGWuE,DIE LINKE
824986469215399936,2017-01-27 14:24:36 +0000,Ralf_Stegner,Ankunft in der Stadt Willy Bradts im schönen Lübeck zum Landesparteitag der Nord SPD.#WirMachenDas,SPD
824986359643459585,2017-01-27 14:24:10 +0000,StefanKaufmann,"Noch bis 18 Uhr läuft meine #Bürgersprechstunde - heute im Bürgerforum in #Stuttgart-Vaihingen (Schwabengalerie), Vereinsraum 1, 1. OG.",CDU
824986118806450178,2017-01-27 14:23:12 +0000,larsklingbeil,@kahrs gute idee!,SPD
824985880221872128,2017-01-27 14:22:15 +0000,SchickGerhard,"Andere Kanzleien haben nicht zu den mE betrügerischen #CumEx Geschäften beraten, #Freshfields schon. Aufarbeitung u… https://t.co/E2XV0S5TUy",GRUENE
824984611096760320,2017-01-27 14:17:13 +0000,kahrs,Das Hamburger Abendblatt berichtet auch von meiner Verlosung. Teilnehmen: https://t.co/TCsHTVk58H... https://t.co/7iZQEqnT9Y,SPD
824984489277452290,2017-01-27 14:16:44 +0000,KerstinGriese,RT @BAMF_Dialog: Aus der Geschichte lernen. #HolocaustGedenktag #Niewieder #Weremember https://t.co/JkG4ygs5ZE,SPD
824984465395052544,2017-01-27 14:16:38 +0000,fritzfelgentreu,"RT @kerstin_tack: Kranzniederlegung zum Gedenken der Opfer der ""#Euthanasie""-Morde mit @spdbt-Kollegen @fritzfelgentreu und Karl-Hein… https://t.co/T7SW3VENbA",SPD
824984333823967233,2017-01-27 14:16:07 +0000,RKiesewetter,Humorvoller Einstieg des neuen Bundesaußenministers Sigmar #Gabriel bei der Amtsübergabe im @AuswaertigesAmt https://t.co/YUWLMsTQLA,CDU
824984231445196802,2017-01-27 14:15:42 +0000,KaiGehring,"#BuReg mit konfuser #Afrika-Politik. Wissenschaftsaustausch gut, konsistente Afrika-Strategie besser https://t.co/UMfdIBsrpY via @YouTube",GRUENE
824984142953771009,2017-01-27 14:15:21 +0000,KerstinGriese,"RT @AuswaertigesAmt: Herzlichen willkommen, @SigmarGabriel! #Steinmeier begrüßt seinen Nachfolger bei Ankunft im @AuswaertigesAmt.… https://t.co/WJsSjgpE1J",SPD
824983921876152320,2017-01-27 14:14:29 +0000,Ralf_Stegner,"Wenn CSU-Inspirator und Terminator liberaler Demokratie Orbàn vor Kanzler Martin Schulz warnt, ist das wie ein Wahlaufruf für Anständige!",SPD
824983328063442945,2017-01-27 14:12:07 +0000,Julia_Obermeier,Meine neue Post aus #Berlin ist da! Themen u.a.: Anti #IS Einsatz der #Bundeswehr und mehr Schutz für unsere Bürger… https://t.co/oD3odIlthL,CSU
824982240325156865,2017-01-27 14:07:48 +0000,SchickGerhard,"Andere Kanzleien haben nicht zu betrügerischen #CumEx Geschäften beraten, #Freshfields schon. Kulturwandel nötig! https://t.co/hLJ68mKC95",GRUENE
824982191201517568,2017-01-27 14:07:36 +0000,JM_Luczak,Opfer des Terroranschlags vom #Breitscheidplatz entschädigen. #OEG ändern! @cducsubt https://t.co/Gih7E9bHim,CDU
824982164429213696,2017-01-27 14:07:30 +0000,jensspahn,RT @WIRED_Germany: „Gar nicht einverstanden“: Ex-Rocket-Sprecher @winiarski antwortet auf Deutschland-Kritik von @frank_thelen →… https://t.co/R3W2nuM14C,CDU
824981897428291585,2017-01-27 14:06:26 +0000,Ralf_Stegner,"KommentareZieht Euch warm an,Ihr schwarzen Brüder!Und die rechten Bagaluten sowieso!Wind dreht sich.Es geht voran https://t.co/k6Ez2lgL1V",SPD
824981855099289600,2017-01-27 14:06:16 +0000,DJanecek,Die Gefahr des Protektionismus bannen #Trump #Fairhandel https://t.co/jZSlCMw33q,GRUENE
824981766540713984,2017-01-27 14:05:55 +0000,kaiwegner,Unsere Städte sind mehr als Steine und Beton. Ein Auszug aus meiner Rede im #Bundestag (Video: Deutscher Bundestag) https://t.co/VBlA2m0ER8,CDU
824981541273075713,2017-01-27 14:05:01 +0000,koschyk,Kranzniederlegung des Zentralrats Deutscher Sinti und Roma am Denkmal für ermordeten Sinti und Roma Europas… https://t.co/FoAnHB9fmX,CSU
824981342295379968,2017-01-27 14:04:14 +0000,CarenLay,Ich freue mich schon auf morgen! Workshop zum Thema Wohnen bei #Genugfüralle #linke https://t.co/Z40b1wQjGo,DIE LINKE
824981191426179072,2017-01-27 14:03:38 +0000,SchickGerhard,RT @MiKellner: Dorothee Bär nennt ihre #CSU eine rechtsextreme Partei. So weit würde ich ja nicht gehen ;-) Ein freudscher Verspre… https://t.co/KBzk7tZOml,GRUENE
824981073109073921,2017-01-27 14:03:09 +0000,RegSprecher,Deutsch-französische Solidarität gegen den Terrorismus. Kanzlerin #Merkel und Präsident @fhollande gedenken am… https://t.co/nhZYY6DmOa,
824981029811281920,2017-01-27 14:02:59 +0000,DorisWagner_MdB,Amtsübergabe im Auswärtigen Amt https://t.co/smbk4srjyV,GRUENE
824980993425678336,2017-01-27 14:02:50 +0000,ChristianFlisek,"RT @MartinSchulz: Nicht nur heute, jeden Tag müssen wir aufstehen und eintreten gegen Antisemitismus und Fremdenfeindlichkeit!… https://t.co/xkvHjHT6Aa",SPD
824980633554399235,2017-01-27 14:01:25 +0000,SchickGerhard,RT @peter_simone: Bewegende Gedenkstunde des Deutschen Bundestages. Gegen das Vergessen! #WeRemember #HolocaustMemorialDay https://t.co/e8fARAOj2e,GRUENE
824980554781192193,2017-01-27 14:01:06 +0000,KonstantinNotz,Fall #Amri #Breitscheidplatz - Das Bundesamt für Verfassungsschutz hätte die Sache an sich ziehen können und müssen. https://t.co/KDNxl7u7zf,GRUENE
824980403366817792,2017-01-27 14:00:30 +0000,RKiesewetter,Zur Übergabe des Amtes #Bundesaußenminister  im @AuswaertigesAmt - eine würdevolle Zeremonie! Eine Zäsur in spannen… https://t.co/k5sgUnKwp2,CDU
824980321867329536,2017-01-27 14:00:10 +0000,SchickGerhard,"RT @henrikenderlein: Auf Frage ""Wie sehr vertrauen Sie der EZB"" sagen 55% ""eher nicht"". @gaborsteingart macht daraus: ""58% misstrauen EZ… https://t.co/mafcGAQQTh",GRUENE
824979961127788546,2017-01-27 13:58:44 +0000,JohannesSingham,Während meines USA Aufenthalts kommende Woche werde ich auch mit Mehrheitsführer im Congress Ryan Gespräch führen: Partnerschaft USA- D.,CSU
824979948901384194,2017-01-27 13:58:41 +0000,Thomas_Bareiss,"RT @PressSec: Getting the most out of the 1st full week- tomorrow @potus will speak by phone with leaders of France, Germany and Russia",CDU
824979885546405888,2017-01-27 13:58:26 +0000,ebner_sha,"Schluss mit #Drückeberger-Politik, Frau Hendricks & Herr Schmidt! Am Ende ist dann wieder die EU schuld am #Genmais. https://t.co/EvMaUmDGqq",GRUENE
824979632093011968,2017-01-27 13:57:26 +0000,HoffmannMdB,RT @polizei_nrw_do: Unsere Schülerpraktikanten haben sich offensichtlich wohl bei uns gefühlt. Für ein süßes Dankeschön sind wir zu hab… https://t.co/LCLnXHhPAd,CDU
824978678010490881,2017-01-27 13:53:38 +0000,RegSprecher,"BuPrä Gauck überreicht den Ministern Zypries, Gabriel + Steinmeier im Beisein von Kanzlerin #Merkel ihre Ernennungs… https://t.co/YSEIUovuoO",
824978590945144832,2017-01-27 13:53:18 +0000,NiemaMovassat,"Ui, nun über 5000 Followerinnen und Follower bei #Twitter, Vielen Dank!",DIE LINKE
824978499756818433,2017-01-27 13:52:56 +0000,koschyk,morgen beginnt in Asien das Jahr des Hahnshttps://t.co/siYLdZHX96 https://t.co/11Q75Pjmjm,CSU
824978304922947590,2017-01-27 13:52:09 +0000,GabyKatzmarek,SPD-Spitze will Politikwechsel - SPD Baden-Württemberg https://t.co/vtSUCpxgg4,SPD
824978199654301696,2017-01-27 13:51:44 +0000,stadler_svenja,"RT @roteskreuz_de: Ein richtiges, ein wichtiges Zeichen! https://t.co/kVZBQXUvxO @tagesschau #Gedenken #BenjaminTraub",SPD
824978127281672192,2017-01-27 13:51:27 +0000,stadler_svenja,RT @spdbt: Gegen das Vergessen! Wir gedenken den Opfern des Nationalsozialismus. #WeRemember #27Januar #Holocaustgedenktag… https://t.co/KTXSLytdMO,SPD
824978102828806144,2017-01-27 13:51:21 +0000,stadler_svenja,RT @Polizei_WL: In #Salzhausen hat die Polizei ein neues Dienstgebäude bezogen. Die Beamten sind jetzt im Zickzackweg 5 zu finden. https://t.co/3krEzgjWLq,SPD
824978081941172224,2017-01-27 13:51:16 +0000,RKiesewetter,RT @OECDdev: Has the world become less peaceful? #StatesofFragility https://t.co/2VRYwqLQV9 https://t.co/X5udzZdIN5,CDU
824978081903411202,2017-01-27 13:51:16 +0000,RKiesewetter,"RT @POLITICOEurope: Sigmar Gabriel to meet team Trump, and Merkel will speak to US president on phone https://t.co/i3YLOqdixN",CDU
824977993940529152,2017-01-27 13:50:55 +0000,NiemaMovassat,Morgen gegen die AfD auf die Straße in #Oberhausen #NRW! https://t.co/UqBBYHIE2B #NoAfD #NoNazis #NoPegida #GegenRechts,DIE LINKE
824977317797695488,2017-01-27 13:48:14 +0000,UweSchummer,Schüler und Lehrer des Erasmus von Rotterdam Gymnasium #Viersen besuchten mich heute im #Bundestag. Gespräch über den Wert von #Demokratie,CDU
824976558830002176,2017-01-27 13:45:13 +0000,rainerarnold,Im Bundestag wurde heute sehr eindrucksvoll an den Holocaust erinnert und seiner Opfer gedacht. Der Schauspieler... https://t.co/MDCrV2hUL0,SPD
824976394664996864,2017-01-27 13:44:34 +0000,katjadoerner,"Unfassbar, dass er sich überhaupt erdreistet, dort aufzutauchen! https://t.co/CBZkgQmqTH",GRUENE
824976294022676481,2017-01-27 13:44:10 +0000,wanderwitz,"RT @domradio: Gegen die ""braune Renaissance"" - Charlotte #Knobloch zum #Holocaust-Gedenktag https://t.co/4MExUycWbn",CDU
824976209373179904,2017-01-27 13:43:50 +0000,koschyk,"traf Vorsitzenden des Verbands der deutschen sozial-kulturellen Gesellschaften in Polen, Bernard Gaida und Ehefrau… https://t.co/w0C9Z6dUEQ",CSU
824975902157262849,2017-01-27 13:42:37 +0000,michael_thews,Die Sitzungswoche in Berlin endet natürlich auch wieder mit einem Wochenbericht.Die Themen sind u.a.- Bundestag... https://t.co/CPVO58f7Yj,SPD
824975860386131970,2017-01-27 13:42:27 +0000,UweSchummer,RT @JulianSchwerdt: Mit @UweSchummer war ich heute am Mahnmal der Opfer #Euthanasie. Nie wieder! #HolocaustMemorialDay #WeRemember https://t.co/qYfsSzu2OS,CDU
824975610200072193,2017-01-27 13:41:27 +0000,CarenLay,"Arbeiter- und Raverräte?! @THUMP_DE kommentiert unsere Veranstaltung zu Techno, Politik und Clubkultur. #LINKE https://t.co/QjzGvBzFY9",DIE LINKE
824975587357892609,2017-01-27 13:41:21 +0000,MaikBeermann,...nicht nur @brohleder - wir auch: https://t.co/E81RWNVs0U #smartfarming #digitalisierung #landwirtschaft #5g https://t.co/PUugJikCCe,CDU
824974874049384448,2017-01-27 13:38:31 +0000,FOstendorff,RT @GrueneFraktionB: Auch heute gilt: Wehret den Anfängen. Setze ein Zeichen #gegenRechts & retweete. #Auschwitz #27Jan #NieWieder https://t.co/XEWtD4kLgp,GRUENE
824974761252048897,2017-01-27 13:38:05 +0000,julia_verlinden,Norman Gerhardt (@fraunhofer_iwes):  Lock-In-Effekte durch ungünstige #Infrastruktur-Entscheidungen (z.B. #LNG) bei #Verkehrswende vermeiden,GRUENE
824974639571013636,2017-01-27 13:37:36 +0000,SteinbachErika,Impressionen vom Flug von Berlin nach Frankfurt..... https://t.co/8YzfOTNDvV,CDU
824974408913715202,2017-01-27 13:36:41 +0000,jensspahn,RT @TK_Presse: Jens Spahn erklärt die E-Health-Strategie des CDU-Fachausschusses Gesundheit und Pflege: https://t.co/1tNwpTMkj6 #eHealth #Digitalisierung,CDU
824974224565616640,2017-01-27 13:35:57 +0000,Elfi_Scho_A,"Die Würde des Menschen ist unantastbar! Dass das in Deutschland nicht immer der Fall war, daran hat der Deutsche... https://t.co/Ativ9GkYkC",SPD
824973408857366528,2017-01-27 13:32:42 +0000,peter_simone,RT @katdro: Liebe @spdbt: #CETA ist genau die falsche Antwort auf #Trump s Nationalismus. Mehr denn je brauchen wir jetzt faire… https://t.co/3holdARZRD,GRUENE
824972884191899649,2017-01-27 13:30:37 +0000,nouripour,"Die auf dem Foto abgebildeten #Eintracht-Fans sind herzlich willkommen, über diesen Tag hinaus #Adler zu bleiben.N… https://t.co/Qa2Q5d4wnR",GRUENE
824972846447415296,2017-01-27 13:30:28 +0000,julia_verlinden,RT @IKEM_Berlin: Udo Lamprecht (#ifeu): Strom über Batterien oder Oberleitungen direkt zu nutzen ist am effizientesten #Verkehrswende #Sektorenkopplung #PtX,GRUENE
824972843863642112,2017-01-27 13:30:27 +0000,juergenhardt,Gleich Amtseinführung von Sigmar Gabriel im Auswärtigen Amt - warten auf den Neuen - auch Bundestagskollegen dabei. https://t.co/TzrkLEIKdj,CDU
824972617887207424,2017-01-27 13:29:34 +0000,julia_verlinden,RT @prof_sterner: 250 TN: Großes Interesse @GrueneBundestag Sektorkopplung Strom-Verkehr sinnvoll gestalten & vorantreiben mit @julia_verlinden @stephankuehn,GRUENE
824972545816481793,2017-01-27 13:29:16 +0000,larsklingbeil,"RT @MartinSchulz: Nicht nur heute, jeden Tag müssen wir aufstehen und eintreten gegen Antisemitismus und Fremdenfeindlichkeit!… https://t.co/xkvHjHT6Aa",SPD
824972536752504832,2017-01-27 13:29:14 +0000,agnieszka_mdb,Einsatz im #Irak fehlt immer noch verfassungsrechtliche Grundlage & verantwortungsvoller Gesamtansatz https://t.co/rtpO8iy4pI,GRUENE
824972354723905537,2017-01-27 13:28:31 +0000,IreneMihalic,RT @JoernPL: SPON vorab zur Kleinen Anfrage von @IreneMihalic & @KonstantinNotz zu #Amri & #Breitscheidplatz https://t.co/3wvisEnR73,GRUENE
824971969984606208,2017-01-27 13:26:59 +0000,stephankuehn,"RT @danhoenow: Strom- und Verkehrswende zusammen denken. Fachkonferenz der Grünen, u.a. mit @julia_verlinden und @stephankuehn.… https://t.co/jjxi6TXZWn",GRUENE
824971797477089282,2017-01-27 13:26:18 +0000,KonstantinNotz,"Der nächste logische Schritt: ""Make America Great Britain again!"" #trump https://t.co/GdnPP7op0P",GRUENE
824971786844504065,2017-01-27 13:26:15 +0000,IngbertLiebing,"Klatsche für Albig, Erfolg für die Kommunen! Gericht: Kommunaler Finanzausgleich muss nachgebessert werden | shz.de https://t.co/IOEFPW5NZO",CDU
824970815267622912,2017-01-27 13:22:24 +0000,SteinekeCDU,Sebastian #Steineke - #Landsenioren aus der #Prignitz zu Gast in Berlin #Wahlkreis #nahammenschen https://t.co/3jxNk9SOCk,CDU
824969672256847872,2017-01-27 13:17:51 +0000,RegSprecher,"Gedenken an die Opfer des  Nationalsozialismus, Spurensuche in Nordrhein-Westf.: Jugendliche erinnern an Opfer der… https://t.co/2fOStNV94L",
824969257360490497,2017-01-27 13:16:12 +0000,YvonneMagwas,"""Ihr seid nicht verantwortlich für das was geschah, aber dass es nicht wieder geschieht, dafür schon."" M.Mannheimer https://t.co/8GL65uIxMU",CDU
824969153232646144,2017-01-27 13:15:47 +0000,LangeMdB,"Im Wahlkreis geht's so richtig los: erst Murrhardter Neujahrsempfang, dann zur Veranstaltung der SPD Aspach zur Energiewende 👍@SPDRemsMurr",SPD
824969039520866304,2017-01-27 13:15:20 +0000,K_SA,RT @zeitonline: #China ist erstmals der wichtigste deutsche Handelspartner und verdrängt damit die USA von der Spitze. https://t.co/LVXDGIdrTy,GRUENE
824968940170379265,2017-01-27 13:14:57 +0000,kahrs,RT @BILD_Politik: Umfrage-Hammer - Schulz-Effekt: SPD legt deutlich zu https://t.co/B4idjHxZee https://t.co/zNCiJM2Z2B,SPD
824968939419607040,2017-01-27 13:14:56 +0000,kaiwegner,https://t.co/zbPWQMB9Ke,CDU
824968921870655488,2017-01-27 13:14:52 +0000,c_kampmann,RT @Engstfelder: Guter Austausch im #ltnrw mit den Paralympicteilnehmer*innen von @BorussiaTT / @c_kampmann @JosefinePaul… https://t.co/ejhMa5lj2A,SPD
824968842539577344,2017-01-27 13:14:33 +0000,c_kampmann,RT @nwnews: Im Interview spricht sich NRW-Familien- und Kulturministerin @c_kampmann für #Kitas mit längeren Öffnungszeiten aus: https://t.co/J3vTJPbRvi,SPD
824968645025624065,2017-01-27 13:13:46 +0000,K_SA,RT @waschbaerpower: Integrierte Versorgung bietet auch Chancen für ein besseres Vergütungssystem: #Kinzigtalhttps://t.co/4HXVPs7K8w,GRUENE
824968642169360385,2017-01-27 13:13:46 +0000,kahrs,RT @TobiasDuenow: Danke für alles! https://t.co/05qU0IZGJn,SPD
824968364523155457,2017-01-27 13:12:39 +0000,K_SA,"RT @cem_oezdemir: Kaum gegründet, schon in #Türkei gesperrt. @Ozguruz_org: Großes Projekt von @candundar, @haykobagdat & @correctiv_org. #Pressefreiheit",GRUENE
824968229487538177,2017-01-27 13:12:07 +0000,K_SA,RT @DAZheute: Apotheken-Gespräch im Bundestag: Verhärtete Fronten im Versandhandels-Konflikt https://t.co/VDBI6wYFti,GRUENE
824967814914129920,2017-01-27 13:10:28 +0000,KaiGehring,RT @GrueneBundestag: Jetzt live auf https://t.co/irWJpMYpa7 Debatte zu #Wissenschaftskooperation mit #Subsahara-Afrika. Für uns redet  @KaiGehring.,GRUENE
824967598752268288,2017-01-27 13:09:37 +0000,BrigittePothmer,Berührendes Gedenken im #Bundestag mit Angehörigen von Opfern des #Nationalsozialismus.  Erinnern darf nicht enden! https://t.co/kRmOd7ZwpP,GRUENE
824966717461897217,2017-01-27 13:06:07 +0000,wanderwitz,"Kann man sich nicht ausdenken. Wie neben der Spur muß man laufen, das schöne Hobby #Angeln verbieten zu wollen? Gut… https://t.co/Q303IoOrm2",CDU
824966520371568640,2017-01-27 13:05:20 +0000,K_SA,RT @PriskaHinz: #Umweltbildung #Umweltlotterie https://t.co/5BfNj01uWz,GRUENE
824965711252615168,2017-01-27 13:02:07 +0000,Julia_Obermeier,RT @WorldJewishCong: Thank you to the German MP @Julia_Obermeier for joining our #WeRemember campaign. It's not too late to join us too… https://t.co/8THZH147bD,CSU
824965522399830018,2017-01-27 13:01:22 +0000,MechthildRawert,Mehr Anerkennung für Migrationspolitik: Staatsministerin Aydan Özoğuz war zu Gast in der #SPD Landesgruppe #Berlin https://t.co/Ejwq9k6TYF,SPD
824965165330345984,2017-01-27 12:59:57 +0000,UlliNissen,"Was nun Herr #Trump - was ist denn nun mit den Zahlen - wird der ""Fotograf"" nun wegen Hochverrat angeklagt?!? https://t.co/Uk6XKzOURn",SPD
824964401434353664,2017-01-27 12:56:55 +0000,ChrisKuehn_mdb,RT @s_ueberbach: Warum Gedenken heute noch wichtig ist? Darum. Word!https://t.co/jRn478Iy0y@StefanKaufmann@ChrisKuehn_mdb @MarcusHeld_SPD @SWRinfo,GRUENE
824964291145121792,2017-01-27 12:56:28 +0000,ChrisKuehn_mdb,RT @GrueneBundestag: .@ChrisKuehn_mdb: #Städte sind heute fürs Auto gebaut und nicht für Menschen. In Zukunft muss menschliches Maß wieder im Mittelpunkt stehen.,GRUENE
824964205656817665,2017-01-27 12:56:08 +0000,Katrin_Werner,"Heute habe ich mit Abgeordneten der @linksfraktion einen Kranz zum Gedenken an die über 300.000 Opfer der NS-""Eutha… https://t.co/1m47wNYtj0",DIE LINKE
824963902010175488,2017-01-27 12:54:55 +0000,ninawarken,"RT @BMI_Bund: BuReg legt Gesetze vor: #Bodycam, Erfassung von Auto-Kennzeichen, Aufzeichnung von Telefonaten in #Bpol-Leitstellen. https://t.co/JxlRT5kFPJ",CDU
824963840995622912,2017-01-27 12:54:41 +0000,SabineLeidig,RT @Umbau_Konferenz: #Heute 17 Uhr geht's los! 😀 Hier: Zeche @ZOLLVEREIN Halle 12. Kommt vorbei + dikustiert mit uns Fragen z. #sozialökologischen Transformation,DIE LINKE
824963826357567488,2017-01-27 12:54:37 +0000,YvonneMagwas,"RT @ManfredWeber: 2016 war Jahr des #Populismus, 2017 ist Jahr der Gegenwehr. Müssen Kampfanzug anziehen. Interview im @handelsblatt https://t.co/aGp8fO8XYA",CDU
824963790429093892,2017-01-27 12:54:29 +0000,kahrs,"RT @TobiasDuenow: Neue Erfahrung: Komme beim Umfragen-Bejubeln nicht nach. #DTrend: SPD +3, #politbarometer: Schulz von 0 auf Platz 2, hinter FWS, vor Merkel.",SPD
824963354758377472,2017-01-27 12:52:45 +0000,HeikeHaensel,#Folter darf kein Mittel der Politik sein! Sie muss geächtet und strafrechtlich verfolgt werden. #Menschenrechte… https://t.co/6hEFHlYxJg,DIE LINKE
824963349620338690,2017-01-27 12:52:44 +0000,MartinaRenner,Ob im SA-Aufzug oder im Anzug: Gedenkstätte Buchenwald Kein Ort für Neonazis. So Nebenklage #NSU-Prozess auf Facebo… https://t.co/kX6EiRIxvL,DIE LINKE
824963338392178688,2017-01-27 12:52:41 +0000,DJanecek,RT @Pontifex: Today I want to remember in my heart all the victims of the Holocaust. May their sufferings and their tears never be forgotten.,GRUENE
824963131847880704,2017-01-27 12:51:52 +0000,MechthildHeil,Meine Woche in Berlin: https://t.co/IvUZft7DzM https://t.co/45zcUsAjpx,CDU
824963120112291841,2017-01-27 12:51:49 +0000,julia_verlinden,RT @Stiftung2Grad: Beim Fachgespräch #Verkehrswende & #Sektorenkopplung u.a. mit @julia_verlinden @AndreasKuhlmann @C_Hochfeld https://t.co/ZT9lV9gITi,GRUENE
824962378982883328,2017-01-27 12:48:52 +0000,UlliNissen,Würde gerne gemeinsam mit Euch und #MartinSchulz für eine starke #SPD kämpfen #UlliNissen https://t.co/n3mJTBV8ZR,SPD
824962352621699075,2017-01-27 12:48:46 +0000,PoggenburgAndre,"Bei der nächsten Veranstaltung in Oberteisbach in Niederbayern. Es ging wieder sehr patriotisch zu, meinen Respekt. https://t.co/uMiTjH82gm",AfD
824961904699383809,2017-01-27 12:46:59 +0000,armin_schuster,Soviel Bewegung bei A 98 wie seit 30 Jahren nicht: https://t.co/G3tXryT1a8,CDU
824961812886085632,2017-01-27 12:46:37 +0000,Sabine_Baetzing,Auch wenn Grippesaison schon begonnen hat- noch kann man sich impfen lassen! https://t.co/mVeTwwqQCE https://t.co/6Xt2gzJk7b,SPD
824961608577335296,2017-01-27 12:45:49 +0000,UlliNissen,Lasst uns alle daran mitarbeiten! https://t.co/aStbjYsr3L,SPD
824961536494039040,2017-01-27 12:45:32 +0000,katdro,Liebe @spdbt: #CETA ist genau die falsche Antwort auf #Trump s Nationalismus. Mehr denn je brauchen wir jetzt faire… https://t.co/3holdARZRD,GRUENE
824960956698607616,2017-01-27 12:43:13 +0000,stephankuehn,RT @Storch_i: Gleich geht's los beim Fachgespräch der @GrueneBundestag zur Sektorkopplung #Energiewende #Verkehrswende… https://t.co/k6yvJKUxGH,GRUENE
824960772765794305,2017-01-27 12:42:29 +0000,UlrichKelber,"Wenn ich auf die Regierungsbank schaue, scheinen sich nur die SPD-Ministerien für Wohnungsbau zu interessieren",SPD
